customer_id,total_transactions,total_transaction_amount
702b17d2b3754788b4008985343633d8,11,265.98
3734be2a864546b8acd7b44dd626759b,11,264.05
f737e0998baf492e9ecee3649deb03f7,11,263.73
ef5eef96bdae4be1af0e10ea52295ece,11,263.59
1654a9cbd4054d309fadc6c8fb158dc4,11,262.62
fade355249524f0c8bac7c097198d183,11,262.19
4737b1f97a49491283ac0e0cced6051e,11,261.73
3548505401f44bc79c3f71980d8731fe,11,261.67
5393e8c9ce154c8aa2fbd35d7863d87d,11,261.55
1cf4f9506adb416c8d5baf81349fe4bc,11,261.48
7da4476ec7234c0fa8f05d2336669212,11,261.09
c62168760f1642cc89a1b884409d50c9,11,260.7
2b8d8f56a0254af5b64d6a41928cc57e,11,260.34
6cacb0af4f064cb6b25e4180c8af1136,11,259.63
0b7b452e6b9042839d3d6d15c057d23e,11,259.62
fc4bf7eecf2a438c925f2c3cb43355d3,11,259.28
74ba9f5fa5394f4c87885867339f8c65,11,257.90999999999997
5d5a65281fea4922aba7fbc22dcf4f4b,11,257.35
1d81586ec7f64ab7b28e4594030f003e,11,255.83
058e76ac9080489993e6adfbb943fd8d,11,255.41
edfb73e167d14e86ae9ad18dcc53cc39,11,254.89000000000001
c030d78db17e4a7da30432c6624b2496,11,254.6
1c1a3243eaed47058cc3167b282fd83a,11,254.55
7eda09a65f65444988ac102bc112ed5b,11,254.2
6006641a7b15444fae1ae0a7e27a88dd,11,253.99
dc82a269318741b18aa62b0be37a155a,11,252.86
cd7a38526e914d3f956b278e2b87632d,11,252.8
6652c51fcf5d4f56a6a8c43140781f98,11,251.73000000000002
a03b39358e884a7abd91f726ab6ca4a3,11,251.53
66f8c81f38e94b889aca39805b44ea06,11,249.92
516e91869c8546d8a885401e850ce66c,11,249.59
ff932c6f8bb641bd816955337d153676,11,249.5
2c28280400be4ffd86ee4caef0b759f7,11,248.7
bc732350a9684a669cc72bea24c48e4c,11,248.42000000000002
176fd16693b9474fbf857090caf80d32,11,247.92000000000002
c811024989454214bffab4c58bcf56a9,11,246.55
7d47f3a573e34dadb223d70389da903f,11,246.06
c75d84de729c431ea43a654f5dc3e85a,11,245.22
37187b0b31654a66a5b657832dfea94f,11,244.61
37ce604e20bc4bcdb601605c736ae38a,11,244.28
5f0dbe20f801408480b7e9f086ba09c3,11,244.09
691070d9519a40f8ad205ee75093269d,11,243.69
cb869ab3db924b1f9fcfffafd618f95d,11,243.47
62e9e17c69784b6a82f6630ee3e3e82b,11,243.2
99e999cb959542e598d7dd2fd54b8611,11,242.42
f024a5abfd1144b081caab510936a52c,11,242.38
4f519b617c554988b17714a0a4ac767e,11,241.74
00c6035df45840038a72766c6d27a0db,11,241.55
de0945c55cec445aa4d4132d3c6118d3,11,241.54
533c24cdc0904ea1955909565ae507a9,11,240.32999999999998
8ccbd5f172654e7cb4631a8b8ad03314,11,239.96
6a9d101b27954da8b9617d3a64991f35,11,239.23000000000002
227f7c7fcd3f445691431763078d39b1,11,239.17
467f5f3edc6c407ebb189d57e839bfd3,11,238.97
13fb2c20d4b3441f958f4b9a77823ffe,11,238.66
618b57b6b4d744d7a05781aef81f917f,11,237.88
93372c50aa324bc799b9d5b74070ea21,11,237.83
793913a9f33c4ae596cfa55ef3bfd901,11,237.42
497df214da72420182e7f95e245ec479,11,237.33
199a0cb9068941d5a520b891e0d1e9ae,11,237.32
436552d254074769ad35ed793c30953e,11,237.29
00ed7e22b32749cfafbfd88592d401d4,11,236.96
39547839a4a54db1a8c7ecab159182b5,11,236.7
b401089876624ff98e3afa052861ff2a,11,236.39
afc31297065f444186ba9273cb1f00b3,11,235.88
618c94a38a344db7b5ba17bca6dd7beb,11,235.44
f67c8120151b4800b01a13f33d284ed0,11,235.1
41f80ce7d1034e3d8ca1d2768f7b3e09,11,234.47
9b55a111d8564097a059a66017bd0932,11,234.35000000000002
db419088558440f78973c368a61798d0,11,233.96
99c3a74676344e3b8689d34aa78e9113,11,233.38
748b3ef956ed4a84aec1517a0347a7d5,11,233.02
c731b9d601194a16b2d1de4f2dafc8dc,11,232.32999999999998
d1a6fe4c241e4dbf8a4da6fd6c714ac5,11,232.19
55ff74cf7c3a44f3bd97002c9ed363dc,11,231.81
8037cd9c2a4447d2a206f279877dcc7d,11,230.57
52154874678e4232850ccddb5d7f008c,11,229.94
0d6cc5eb3fb84a05aaa042abfd286945,11,229.77
0973a73fb67147e09659b92bc511eb78,11,229.61
d0de5df4a59845fc865659b10adfb80e,11,227.77
68ad3d39d2e041e7a1e4655bc023f0c8,11,227.23000000000002
8b187d58d8444911946608dba1a89619,11,226.38
906a503983444d939dbb4c97e34ba9d2,11,226.38
89c2291ba9ca46be92016b8e0b17fca0,11,225.7
7571804b4d544975a9450893feea891f,11,225.37
aba9d2d799084a20b3a395ff5b1e060f,11,225.34
7d42182778104595bb6d5e920a767eca,11,225.26
2231e76532d04361a0474b84822f9860,11,224.45
6d9ab08312224d7699d7c2a10e01d1d6,11,224.21
8e2649dbe4f54d869ad0f4fd80f45ea8,11,224.13
203831402e2b49a8bf1fa35263f17165,11,223.46
f630d4e757c042a0802e8aef91b9211b,11,223.07
55540073b2be424a9729852465b1b8df,11,221.95
f656b5959a8b427782abb0888331eb5d,11,221.03
954c9df0d29d462bb28968961f602cf2,11,220.18
7bfa3b9308be4d40a0d8ec4ca87df770,11,220.02
c9bd645c89ff4a768f53ae84c48da8f7,11,219.29
21c16cf0c293423ca08647079f1783c7,11,217.86
d92ab842fbae483cbf5b04fdeec2e9e6,11,217.51999999999998
ef0e2201ac374894a5e00336e52aea1e,11,216.92
967e2f8cabb948e1944f7472b2ca92f7,11,215.72
7e20102a702848b18c100b8695f5d21a,11,215.06
da68cf2e3566489b8273d330b9e0e36f,11,214.51
9aad7d4556ac493a8d09b0bf3d7c88f2,11,214.34
7eb85a133c7e4a7d9cac1df25e50d9c8,11,213.9
ddc40b150dc54a94aa92f1ad491a39d0,11,213.89000000000001
96cefb00a49643e7b0e195eba9fa92ec,11,213.43
8ed64cd9600948b89eb41be4de183788,11,212.97
a417d79c79d646f9ae12dbbe3a4e921f,11,212.88
6d5da41e6c85436782eafe2fedd00dad,11,212.71
8fecd95fe7b54cc2a130e35ba5a77f48,11,211.93
d212052a213842e7863821f278bc4bdf,11,211.66
1e8af5a2bf7f40a0b72ecfd9f7d58edf,11,211.63
28d4c05648fc455c9797496f3bdf8105,11,210.8
b29a01cc9ffd4954aab1beb1008d840f,11,210.67000000000002
d53103964ac941f7af174a5eb0e71476,11,210.09
edbb23d321174301a15049a09df4072b,11,210.01999999999998
369f3b700935491eae8d3c41a3c47f97,11,209.82
f4555e6c15824275be4c4b2fc4329344,11,209.45
57b9d3a0e2ba40969ce4caf7b98fd2f6,11,209.15
ba53b4bec7f3472ba8efdff427739fb9,11,209.05
6a991b2e30c848a9a4765f18d3531633,11,208.8
c6f0736e2f104ac1b36b83385172e0e4,11,208.41
919f3f6565a544d8a06eaef8e6a86d9d,11,208.36
489f08a011894421991b8cc0e6e0a946,11,208.35999999999999
f8e1a46daab849268feecf21ba67ae50,11,208.35
51adc00878c347ceac3fba0ca2b7b608,11,207.47
a42c66f6abfb40df85014739db64faf0,11,206.7
28eb1aa28ee4478985329d822186ab0a,11,206.65
d3585476abc04c198341e43da96f080c,11,205.64
634811d506f1486bb16981d7194be30b,11,204.78
759f8e1cbc6c4bd1aba03e860622ab37,11,204.4
87141e2759034395b0fd029a2c3fa449,11,204.4
3231ee42aa2146149db779076f1a4dae,11,204.27
694d6543c6fe4b2696d25b825475833a,11,203.69
7fba4434434a4872b4b98d3639a75de3,11,203.45
3b13ea0c378c485ba7ab038ee08bed44,11,203.15
a08eae366ff245f3bcba710e73899db0,11,203.1
54b2518cb4684008a29d18137369eeb5,11,203.09
1abeb816d9fa49b4b5b5ae51bc3d24c3,11,202.75
6c7eda4aff42485d8a6c4868c0739857,11,202.31
3446d272fcef4bd28e88300d1163840a,11,201.45
8f640d43c9724dd5979461559671a541,11,201.23000000000002
94bbb6006dbb49279728a9c0df4ac989,11,200.74
2556c2b37ede4b10ab71be2fe6a32d7f,11,200.6
a5b421b4863d499092959fce048cb9c4,11,200.5
75efdd36cf344333bdbe06686d5b70ed,11,200.23
9cfa8a152539446b8384a215eb7db2fe,11,200.05
703e3ddbbb824a3f9cfd737dcc479743,11,199.59
5051dacd105a4660b161bb23ad545134,11,199.31
a94c6c131ec94ba3945d3e906c4b14b8,11,199.19
f7a4d1d7beea4c049bfc99e1932f340d,11,199.09
ed45c5b6d69b4c17a7855caec289b021,11,198.79
9eb812054d564bdba180dc365f186e23,11,197.91
ee3ee28bff574bb58243e5baec4937f7,11,197.79
27cb665ec6754c2b8731f37deefb229c,11,197.59
312a522266084c29b1b92c1a35f6de82,11,196.81
08ff04fc9e9243869a95e447674c31e0,11,196.76
4d4b39a2d9cc49179bec569879c8d319,11,196.17000000000002
32dbb66bafd84f1995aa59b2587b3bf3,11,195.98
7195944f0cc34115b0a5e7b4a62055f2,11,195.44
9675cdd10b144aff8be41a7eea5e9670,11,195.15
c224c3eb8ca34ea0b5c5f2981cb4085f,11,193.97
56fdfb2d2ffd46749286cf22f63029ca,11,193.75
c6faded255ab4459bb2a0e8951fa3d7f,11,193.68
5cde3ff726b7416888212a7547a13d5a,11,193.45
024218e67fa549a4a0a99b32b7b6fbf9,11,193.38
f0f9861bc60a4affbf822d0f8fa9a68d,11,193.38
76db3f94e9d54bedb413f0937b57b8a7,11,193.0
1af90a8ffd3340979ec578b8c2acf431,11,192.9
eba9168747a24f3ba088dd67534f5c87,11,192.75
6afa642622ef46e1b92f4135748e5fd8,11,192.41
fdb6f4a30f844f0196165bf6be7ebebc,11,192.19
abc9386f368c4fb1a098a3f074e884a5,11,191.87
67401af8aa0a40eb9946d62c0bc19571,11,191.31
ac45ea89ce2a4cbbac7ec267c9226482,11,190.99
7322a6c01c874585b342ee85d245cdfe,11,190.88
fd90af4b9b784b268efa9d349a762491,11,190.24
b544672b0aa64c979eaa0e63ce662b61,11,190.03
2791079b898e42e8aa9af29483eb1d35,11,189.03
ab9b519a8d0f419fbba7915f086bc2dd,11,188.86
67a85a653ff14283af933225192f1b87,11,188.3
330cfed337f84788b32ebd5d4702a7b3,11,188.13
a9846b5ea8034e9aac84cb64079e10f8,11,188.12
d52343d699514a84be29aa801602440f,11,187.94
c6fcfe66873345fda7452c7d1d97724b,11,187.93
2a38139dd22a4239b09faac733155063,11,187.75
a906be760afd4edb815302cab24a60d6,11,187.44
6cd36bc95f1a4606ba2e432bc1e11911,11,187.14000000000001
b13e032db2984d0a9e77e55cfa430205,11,186.8
ce6c9feefba945cd9f954cbd3374c987,11,186.45
f1dd0a48888a4af4936a445ce4134356,11,186.05
a8408d265e2f405fb209e60ab23d3273,11,186.02
4634f9d3a56942638f7296b5789e5522,11,185.81
fcab32332c634fee9b3c5776afbca109,11,185.76
05fc9b1280454d84a712d8cb763c7c79,11,185.72
17a9bd8d58644ff390a1b5458a62e383,11,185.43
06ab01a0775d4b35bceca2d607271874,11,185.07999999999998
ae599f5b0693463685dc1a4980cf6489,11,184.91
3dbbfc8fc19d40df9877aa53a91e601b,11,184.78
b9f3080f81a7412798a964cbacc02f28,11,184.14
2e513a8850e148aa8399e57baa12e2e0,11,183.72
332ff81fccdc4ac4a719f16ce9d5f683,11,183.6
53419283a339400fa4d3f9f350e9137b,11,183.19
ee5fd363f45e40b8a143c5ff2558e41a,11,182.57999999999998
6f3d8c186bc6431f87c401446dc728d4,11,182.43
546aa883983743f88d20c6c2d3f8f990,11,182.36
7c0407a5b3bb4ea39bf1291e59682da5,11,181.37
9d5a47c4dda04ed297058c499b2d3478,11,180.78
d23c69f5c4e94d3facd36be424f32d41,11,180.7
37052ed3ff944ac291e47696cffb8efd,11,179.8
f11743499e634af69fb43929618c117d,11,179.72
558dc65c7aa747deabd4faa52db7b002,11,179.69
61b8c67126e2471892b7336b0bb58f11,11,179.68
aadd9336ca464715b8c9632d2cede00b,11,179.32
3325f77da8814ce3b51cfdaded50c1c2,11,179.08
5904d97a58774a35b16cce7227f2aafb,11,178.92
906afcda14ab4ef9b45942c626d10771,11,178.91
8628ceaae12a465f8172aff1071a4438,11,178.62
929464b411144357844a637642af2e2b,11,178.25
ae5d734b4970435cbdc30f7482ac6922,11,177.18
cd0f84578949465d8eada90884f8f05f,11,176.89
a18478f350d04f7f994ec231b2e66c62,11,176.82999999999998
708402c969f04eada7ecf3ec7a69c00f,11,176.55
654c2fc759ce42659ef8e61d6e03ee00,11,176.1
7bbf4459bc914a1497ff5c264d95f1ba,11,175.97
2170ec957f354a51a6e41ecd1a9a8f36,11,175.82999999999998
fc7dbed9006f403ab151ea7bd889ee55,11,175.48
9ab70826a6ae46848c108fd59643355d,11,175.18
dce9bfaf37e64b75b5c40866cfe71c80,11,172.94
d7f86043a9de4c5f83bf646795685aa1,11,172.53
a6223a4c9b3b47ed88c7a95dfe9994ef,11,172.26
a5eb8d8f9d90410fa3971ba125926072,11,170.76000000000002
9a486e1f8a8941db9af401ad52af2ac9,11,169.59
a83c48c17c2a45daa51345d5fa6a0a7a,11,169.29000000000002
5af71c1246834a02b6d671e3b93f8695,11,168.86
6ab082b797c54160b62417326d5f0c39,11,168.7
b3d7b5041840479a8d759f8b38c273dc,11,168.68
d0540651808d4cf298641de8d87b61df,11,168.44
790b4a1a2c104f9ebbb17375640a6e4f,11,167.82
17dddcba2e9443bb97cafb78f51ebdbe,11,167.03
6c0c0bacbe0b455c9c0a4ed0f72eb2f9,11,167.0
0538071eb35247af8c2816ec75a3c87c,11,166.72
8ffe01892d014f09aeaa86a225356d76,11,166.59
00a794f62b9a48beb58f8f6c02c2f1a6,11,166.4
21fa118bc6b84650976fed5df7d3040c,11,166.29
4c93b5932a95434d95305b8d2717bc87,11,165.72
9b06f60a37f74483be79ce9d55600d16,11,165.56
e7c0690d0cc447f9874d0cf1d5053fc4,11,165.23
fa513c65040e4cfdb473a1ee7e7a3be7,11,165.04
ccca0c2ebba147a6a37e37bee03b5d63,11,165.02
39dc79d51dd54a5189a94fafd69c0125,11,164.75
611846bccd6b4c35ba48ed6b165b2c2d,11,164.66
fa02399824e44bab9485d2a19907f057,11,162.41
7ebd228eba9d45a08d23932227fc551c,11,162.05
8fb9ce41cedb4a34bcbb56836d3bf622,11,161.78
2c1c0c45d25d43099388a97204878874,11,161.58
35ebf54706f14bdc9b7e611707398168,11,161.45
5fc8181b4b6646df8f4c9f22f0cf0f63,11,161.4
0653f4c3e0524329896a2cbb7a423090,11,161.25
5dc748040e5f4194aaba8465e14dbd99,11,160.8
c2cd63d0bece42af87c63b6c03cad10e,11,160.8
90f8ee85ce1c47d5a4d9a28e7545b356,11,160.44
ccef05445ed64a0ab02bb9ac14da586d,11,160.34
4567e14c0ed14bb6b68405dc523a0424,11,160.01
1ba58dab3cae4787ad26d8d77ab7380f,11,159.73
08243bf7c8df469591c0b9d29074463d,11,159.68
87065822536a4ee182b931dc15c029be,11,159.03
0fda2dbf2fc047ffb6910ca2134cbdd3,11,157.81
9b5bc512523b457e84446948947cbacc,11,157.23
f8d61365a8064816917c950076174ef0,11,157.23
962a9a006baa4bbbaa4ba5bcc9094c63,11,156.72
eec56f869c1f442b9d464518f5b084c5,11,156.67000000000002
932901765c30419a932442a4248f239c,11,156.56
562ff18436674676a31a183ee0e367a6,11,156.46
613264e64735440194fdb2bfbea37bf6,11,156.21
824f8432c34e4adcbc82cfca38f03636,11,155.79
58685d6f468c4410bda5757c71039d60,11,154.99
98d80971baf94fd0ae06df25bb48bf14,11,154.86
f38ef9ea6c5a4f6e91e237b104e6792d,11,154.6
a79f46d98c1944db936847503b1eaa29,11,154.32999999999998
e7f06b97577c4528a34fb6b5c47cf277,11,154.0
ab93cbf928a3406dad452c7b4f148c5b,11,153.22
b9962944ab2042a88c9374719c067133,11,153.01
1fa45d0a243c4303b070877b7e161d85,11,152.31
74429a966afd4d5baa2c31700c782e1b,11,152.11
37f7b59a483e4201bf5fc0d99978622f,11,151.3
15c0c8d1534340888a61a94f4fe05a44,11,150.95000000000002
d3087275deda496ca72179083b513392,11,150.88
1d5dae211e884cdca86a17ee60dc4820,11,150.71
e9d95a32f93e4fa4b00990812acde9c7,11,150.62
43417e1318e84492888dc8a6aa6cc48d,11,150.59
e9428bca77504bed983d4498e41ef0ba,11,149.81
780896df71d247de8ab23edd1201d34d,11,149.42
4b1be8c2a1b74929b0afc81570a511dd,11,149.41
7f8ca265c7b54f1592b8720a3d7a7c9e,11,149.37
032aaa79b15e4103a9e91a786d416734,11,149.24
d0e5c238d4074233bdc3c872c646fc7b,11,149.1
02e6dbe7c694441a88f9160b6b0e1a35,11,148.87
336c749589434bbbb8b5849004eadaaf,11,148.74
74466f2b45604db6ae5b5e0289313997,11,148.44
87f6c3825bbf4a6db67dc6186963de06,11,148.18
b4fab356e0a94cd3912b53c475573909,11,147.69
5b6a385fbe5741c7b9ba20f9227bcda1,11,147.05
0b63d4cabf5f4c1eab0277c6c1b09362,11,147.03
3f7e959b337040a9ab991a7f0b7c74b1,11,146.98
28e0ef07b9ac4d4cb26c9182979c1069,11,146.87
2226814ccd8f47bea074abfeb466cf4b,11,146.78
0a225a4c15904951b5b31d949a0d968a,11,146.55
41b41a91a8c54404950837d458c3a41a,11,146.05
0777ced8b2004b7e8e33a3cbe0ee3be6,11,145.99
36f8574d192946a1a68dd0c666fce6e4,11,145.86
66752b26bfb04090b4e45623cca9aa42,11,145.52
403aa8e5b89e4f48a38b055e6237aee8,11,145.09
0103de989e084e0fab400e80678d7591,11,144.97
9c305dc0facc41e285d0491668eb68da,11,144.77
ba36d81376df4e25938086ef87e506ec,11,144.64
65744b44aa9a415bb0d1dcd84b29395f,11,144.37
06ccdaa9fbaa4c21b4321c83bcd2a000,11,144.22
872a3cbeb41a47ccabbd7408ac774672,11,144.15
9558179b943a42799dc4bd1465ef0f8c,11,143.79
a2062b74d1304d0ab3d870e819b14016,11,143.27
60342056f16c4bebb9e7bc1565b5abb4,11,142.87
ff4bfebc3c92451aa546c7e100be0de4,11,142.47
918a8c25939b446b8d906e335724c31d,11,142.39
dd4353f8333c4d1689e027cd96cc74d1,11,141.55
c5bf088f3efc4e2cae3217a59085a446,11,141.45
202089fa67c3493fb14b0d882713b9bd,11,141.1
50a348b8e0994cf6847e72e1bd22ff4d,11,141.09
d3ebba7f5b5640ac8a98e40346c1fb4d,11,140.99
28729ac457114d80bbb5854231e97fb5,11,140.96
5020a1a69f4c48749526643389e7e8c3,11,140.58
8273598337b24b1f967141e2e43c316f,11,140.55
c34eaeb9e68248c382e4483328bb9867,11,140.48
398ceac221bb474daba2d1b05780130f,11,140.29
76abf2e2aa304441987f859f20229378,11,139.74
17e3df325db64f959f8e359e186d0c32,11,139.65
56043d23beea4853a7614156d5a8943f,11,139.62
9dc0a23131994ab08657bc748f425765,11,139.52
e9c525e96f2e489aac1d9881697ca316,11,138.94
478363276f6f4c37afaa3684d14fd833,11,138.79
e6678c42a1064450814bd0818a95a76b,11,138.37
48a3787358ed4cc6978d805dbcbcf46b,11,138.33
7954b384115343c3acba5b745d8c5a5e,11,138.31
3cef1cefdbfe47fd8b065987de93ae4a,11,137.85999999999999
f50ee71f3a3c4d169237ae56e44d13c7,11,137.43
2b826162a0bd4690b318fd430d2adef2,11,137.41
a55ff4a6803342e3926df629f31d6bea,11,136.29
a5a6ef2b78a04ddc9f374dd7c7f60bff,11,135.54
8af7297bcc744dcfa1956385eeb891c4,11,134.18
7c8e3c3dcf2849ec90b7b45a53b34812,11,134.08
1f4d1cf98b944a498765e80224e0ee8a,11,133.71
597bcbdab11c4236aaf895ca94d9aa60,11,133.56
3ee1c588015f405eb0cc8aea95fd9daa,11,133.25
bfbb2bd21f3c41488c7f80b70abffaab,11,132.82
4d5618b1bd0c4d1693b860e5b4daac40,11,132.37
16dc4306258b4fef90ffe99f53ed7952,11,132.1
d95181e483ce4e059d9d56d844695787,11,131.35
44750d9c9cec4dedbcc5cc6de4dae6f2,11,131.33
e5e23fb385dc4553ada9c638e22a6d5d,11,131.11
90e5d2a83ab744d99e01128adfa49d7c,11,130.0
fe66b9029bf34fdbae7b4158b9e01bb7,11,129.13
bd40b5d8818e40bba31a9c1195255017,11,128.59
98052fcaec9943b79064c5fdf97370ec,11,127.62
e89dce9d75634dc5bf1df0a0cea0f316,11,127.31
af4bb07bf5364e9783f5bd740b27ed8f,11,127.19
71d616e5417b486985e763b8f88ffe3d,11,126.17999999999999
e112df4e6aba4ff79790a75e7304cbc5,11,126.13
75aeac978c2348cfbc9ffe6cd2586653,11,125.99
b49c9836c2c84ebbb3a007739527ffc2,11,125.67
a024732dd4f14bb28d2292422371fec2,11,125.56
e311b9067f484ff8a11bc16c6c234465,11,124.53999999999999
2029ecce8bc14065a7c757cbee6f58b3,11,124.44999999999999
7d7329e9dfa2463cb1ce7218e9ed3dd9,11,123.97
cd8a88670e404eef9d4edc3010dd84aa,11,123.41
39b57fdfee50434d8225541b7bc06a62,11,123.2
09a6798f587a404c8c44a2cd5fd2d940,11,122.72999999999999
3b34800e101b4f6d90ec2b2f8f969013,11,122.12
c72ba22360484ab3b29e7a8620b86fdb,11,121.81
960c622c2d324f038bbcd001b914987e,11,121.64
2ce95d396fb54df2819e1966195652a2,11,121.08
47d694f8d8ad41b69fc1b6dd2fe2a5ce,11,120.93
5ca3fe3523ff45caa2f98bbc3f347000,11,120.25
27d2cbe01e6b4732b02dd7988f4bc695,11,118.91999999999999
ad783557583642c690fe505163e1c8dd,11,118.71000000000001
4ac814a6d8dd461690c0bfeba4ab698e,11,118.41
4d15a2a5ac134c58971b910b859bec24,11,118.41
3a1552ec261d409e846c11fdf44bdb0c,11,118.34
8c156fed0fca4e888ef352496d715494,11,118.03
4d7d361757ce4f79bffdc7a7c2bbb803,11,117.98
25a6c63aec2747b39c62a7a0565ed7b0,11,117.97
208774c819704d538c82f1d2b67a757d,11,117.92999999999999
1d81c236a9e74a7995a2c9d009dd2ba1,11,117.64999999999999
6e62fe9276624cffa4c8f6ca0e41742d,11,117.52
639314daa82a46558c17020fd84d03f6,11,117.05
d9bcd2770a544c74a2cb9155a59f8297,11,114.85000000000001
53e0f764b9454fa2bf382703341848ba,11,114.31
30a5ebaf192842c3a31b8fbb90529ac2,11,114.26
34f8936517d14baa92a4fb3af6c1e705,11,113.92999999999999
eb259d07d0074f609a7da13e247982e2,11,113.8
9d1a80ee80274a7b843e92e17208c99b,11,113.53
98b25c8567dd41a0bf9a08de619c06d6,11,113.26
ff1e4421836a43138e7a66b0f5f61879,11,112.94
df6455c3563f467bb74f1c17e84cc83d,11,111.61
fd8866c398944d05be7306dfbe3c3508,11,111.35000000000001
e2daa239da744a008424b7389e689886,11,111.28
91d9e3da49d948c6b5df97d390d91a38,11,110.84
f3a513ed02234f539b89e8e8df1e49c0,11,110.73
d0ef0a78fe33476db4032b3282f445cb,11,110.59
58181a9005da442bb9372127e3d1d584,11,110.16
edb03c88f2dd493b86165cbcf467edad,11,109.77
d7f4a8625e8341aca78542f792c0016c,11,109.61
8d2fcfbd61e74c87adc8ec3c59b29f30,11,109.51
99529ff084d04e7c96ddfb73cc28777b,11,109.39
abdc98fc32234a17b962e035422289fd,11,109.28999999999999
a411525d66d7480aa52869a5804cc8a0,11,108.37
8683df2fbc284da1a4efdd75d9c81089,11,108.29
50fba1b9344343fda7a24d9ff40a7dc5,11,108.21
cc3ca7632fda478cb573c06ac9f445aa,11,107.69
eb8236097e62433cac7051332337682a,11,107.32
fc3d0f06f8f04765b9f8e148bac39c0e,11,107.32
b51d59ccd5d64f9580e9d49925231cff,11,106.69
625d12f6c0ff481ca23ebefddd0e8d0a,11,106.35
304183fd053441f0a13bc4d648b7cff1,11,106.02
106b6653b9814b478fccecb0a22546f0,11,105.73
5508e87b5a874f5fb73492a7e3e25309,11,105.42
2e3cd445c56249779436d732f8b04e12,11,105.05
6b36a1deee924d688236c11416854db0,11,104.64
3b9ebae44a96429fb841f985502aa0b9,11,103.67
d1f564d61cb845a8874e58f607faaacd,11,103.50999999999999
8376484728e64b80bfb197c145adef3e,11,103.1
b0a414c943454916bd7ad01c9fafadf3,11,102.69
9bf80936b4d3429aa4e85cdf39b3c369,11,102.44
55a7b5983358434db2bd1d0f5d4418f2,11,102.28999999999999
67099b811d6346189251010654f8f22b,11,101.79
6aee3fa27e9f4699ad712a351e812ca3,11,101.38
3f0364013f1d4a45af81f5926222fd50,11,101.19
adf921d115964c47b48679b6fdc397ed,11,100.74000000000001
a690ca5661d64d958f12f893c96ada80,11,100.53
a67bb3b2b2314de0afe3f66eb52d3100,11,100.1
bfb6f6f9544d4524be61925c58bac55d,11,98.52
37fe1a9de1c1480e8557d097835d7c0f,11,98.01
37aa48f7035f4b808d8292f5c95fd55f,11,97.09
9600291cca4849e3a80eff7d6ce276ba,11,96.42
85c02c202b7548e096b4a742368b7e5e,11,95.53
9ed5a316ecd34a7ca6df0763afc5403d,11,94.77
0c4823420e2a4d53801e6d71874aaa65,11,94.57000000000001
6e2848db7c654376ad1da5616bba5395,11,94.53999999999999
2a58f4504c2b49649502109d11143144,11,94.21000000000001
1b536edccc10480a838c5098ce4ca695,11,93.99
04e5255c9e754c66b83c06ec70f62203,11,93.56
fd42bbc45f1d4d8e894977933122760b,11,92.73
44a4a4331353432f9700d131b1f18376,11,92.6
808d7d2d38784160aca7a43b7d04eb6f,11,92.42
1523002bd35e4ac086900a316e58935e,11,90.66
a2f1821509e3449382118d3790d0976e,11,90.52
b1ba950321fc4168a766afefe99bc675,11,89.76
26c3b335700e432d9e2c7d3b4808c197,11,89.33
809a3b0436e1445bac1bdaa24ef7c982,11,89.27
5c73c99208e449129397591e045e641f,11,88.82000000000001
9fdd178ec32347819de82193ab74cd82,11,88.50999999999999
20080fae77d94491bb0827a255bff246,11,88.2
08adbb1879624d0bbe54ecc9748fcd57,11,87.7
151b12c2cfa5443f9c92a53ba9ada28b,11,86.74
ff7cc9b97c7744cfbc31bb020ea8d07e,11,86.52
eeb1816aa0bd47fca44cc96531bc913a,11,85.16
681634754d6e499f9d87ab72e5759b66,11,84.54
10e4aeef401f4b7d8a700e365cca1a4b,11,84.48
13aadd16d0e64941aeb4d24d2037fcef,11,84.25
72151d82bbba4be3bcf20ba8b451e332,11,83.37
0ff208c9b551457db756758715073af5,11,82.31
5f5c91807f7f475f85fc241e45e23ed2,11,81.53
6c5d611bc5664fef9d342efa01564039,11,80.58000000000001
0a2d35d038d04a3698c382cc9cb976f9,11,80.49000000000001
6e30c103b3c446d58513c19a4da6e39b,11,79.8
6248fb7c3d234f09bd3de7b7c8b83f08,11,79.74000000000001
4869681400d94bfabe9d3923cc251b26,11,79.61999999999999
173eddd1c93340e0a8e7f8ef010831e8,11,78.3
07d5af069ead41e9994707b6caf0312a,11,77.19
8fe77d1fbeb6475a863322c99f6a5eff,11,76.42
f8638593542b4a5b8739b5d12dbb3680,11,75.67
d27bd552c2504a028f4b8880b9a83128,11,75.51
4a7ad5e4af5c479d8f752092c85b9fc2,11,74.17
32a0cf5c6ddd432d954fec79056e90a9,11,74.0
e19f1901e79f4e35a8343c73184982f6,11,73.35000000000001
b628edb7b97d4baca37219aa339c7755,11,72.65
433a0d9532eb4aa39e91a12f12bb1d99,11,71.89
62f918cdbfef4e4c89220fec49a98969,11,71.78
d3f998b289524c48862d1ed0cd3f7fb6,11,70.22
ee97fbfe90d74ca4b9c94bbbb445473b,11,69.98
3b3e4f3238db42eebb04b1f658b55a9f,11,69.75
1e1a141536a24fc9a50064d972cbf76e,11,66.36
b45a6222bbcf41ff8df41bba5e4e1215,11,66.32
c75d5ed74f0b49d2b93b9fbc41eae777,11,66.11
c904a6699db54225931ef82552f3f9ea,11,63.0
